amount,sender_balance,receiver_balance,transaction_hour,day_of_week,last_24h_tx_count,device_change_flag,country_change_flag,is_fraud
95.59,871.86,1205.7,13,4,1,1,0,0
40.14,1926.68,1727.16,14,5,1,0,1,0
41.16,1265.81,1750.16,22,4,0,0,0,0
104.64,1776.24,2249.96,23,4,2,0,1,0
25.83,1449.43,1529.67,3,3,1,1,0,0
7.19,241.07,314.47,0,2,2,1,1,0
1.46,1475.94,2574.87,7,6,1,0,0,0
70.35,627.8,929.29,2,1,2,1,0,0
48.42,1330.24,2913.89,13,5,2,1,0,1
60.88,749.39,353.58,16,1,1,1,0,1
11.97,2007.34,2874.75,1,6,1,0,0,0
7.33,541.8,273.04,14,3,0,0,1,0
0.73,566.2,693.11,5,4,4,1,1,0
21.58,1883.62,139.74,4,5,4,1,1,1
44.57,103.61,2115.34,13,2,2,0,0,0
24.9,1421.31,2550.9,18,6,2,0,0,0
28.77,1482.17,1302.21,8,0,2,1,1,1
117.25,1791.64,2785.57,7,0,3,0,0,0
21.41,1970.54,1770.9,2,3,1,1,1,0
36.08,1987.53,1890.02,17,2,3,0,0,0
76.54,216.44,2536.26,7,0,3,0,1,0
25.25,1670.71,890.4,15,0,0,0,1,0
48.65,1344.81,1062.8,14,6,4,0,1,0
99.16,1397.37,2717.86,20,5,1,1,0,0
149.31,414.73,2702.89,14,5,3,0,1,0
7.95,1311.82,2929.45,15,6,2,0,1,0
130.58,2095.72,2705.51,0,1,3,0,0,0
33.88,1858.4,382.12,9,6,1,0,0,0
14.94,898.81,2471.17,18,2,0,0,0,0
30.73,120.23,1229.52,4,0,2,1,1,1
195.68,926.64,2972.4,17,5,0,1,0,1
33.92,1688.44,1416.84,2,6,0,0,0,0
19.93,1425.91,1661.51,3,5,2,1,0,1
50.17,974.26,1589.32,3,5,2,0,0,0
13.73,133.38,965.21,10,1,3,1,0,0
3.94,863.46,225.07,8,2,2,0,1,1
6.9,950.26,2686.95,0,4,2,0,1,0
6.85,1864.68,2408.03,15,5,3,1,0,0
8.24,1294.0,418.58,8,2,1,0,0,0
7.47,637.66,2330.3,10,3,2,0,0,0
51.2,1106.58,1877.54,5,1,2,0,1,0
10.04,151.49,1227.43,16,4,3,0,1,1
21.21,1966.62,762.06,11,5,2,0,1,0
113.55,840.07,2579.19,21,6,3,1,0,0
32.12,993.08,2100.56,7,5,3,1,1,0
55.06,772.08,1643.22,15,1,2,1,1,0
9.46,1377.66,1828.71,4,1,0,1,1,0
10.68,1338.52,273.2,20,0,3,0,0,0
2.09,1435.58,1421.76,0,5,3,0,1,0
9.25,552.86,581.1,16,2,3,1,1,0
16.33,654.51,625.15,23,1,2,0,1,1
9.74,268.99,1983.91,20,1,2,1,0,0
4.64,1319.1,2733.77,7,3,2,0,1,1
6.43,95.63,1211.27,9,3,3,0,0,0
30.88,1230.27,623.25,17,3,2,1,0,0
11.55,1752.24,1946.24,14,1,1,1,1,1
22.65,1805.41,2613.56,19,4,3,1,0,0
35.0,938.59,2244.96,12,2,2,1,1,0
58.62,982.63,2606.27,9,1,2,1,1,0
2.01,165.18,1609.66,8,6,2,1,0,0
80.32,1425.14,2255.63,12,6,3,1,1,0
49.43,1693.74,420.19,2,0,0,0,1,0
4.26,501.12,1044.82,21,6,0,1,1,1
103.41,951.8,1168.65,22,5,1,1,0,1
126.83,1806.12,1533.89,2,4,1,1,0,0
3.15,1758.62,2787.23,0,4,1,0,0,0
16.21,510.14,2622.89,1,2,7,0,1,1
82.05,1187.69,403.58,10,4,1,0,1,0
68.97,462.03,518.37,13,2,1,1,0,0
10.2,222.94,1072.92,9,6,2,0,0,0
11.74,1834.87,872.23,6,4,2,1,1,1
23.14,1665.95,1844.31,22,5,0,1,0,0
33.13,1555.6,2708.33,0,2,5,0,1,0
48.15,155.19,2886.87,6,3,1,1,0,0
23.02,1712.04,1960.81,14,3,1,0,1,0
31.04,912.75,2514.48,10,4,5,0,1,0
68.81,760.18,1575.61,5,4,2,0,1,0
1.87,1099.36,624.98,21,6,2,0,0,0
14.55,206.34,1574.07,6,2,1,1,1,1
62.47,1578.2,1665.25,6,6,2,0,0,0
112.79,1281.84,2227.37,0,2,1,0,1,0
35.84,417.15,659.65,9,5,4,1,1,1
37.98,422.56,1104.93,20,1,2,1,1,0
5.67,382.32,1092.08,14,3,0,0,0,0
29.66,153.09,2878.32,7,1,2,0,1,0
38.03,1217.75,1331.83,23,1,2,0,0,0
13.88,1696.17,2265.28,18,0,2,0,1,0
15.68,60.5,2252.43,2,2,2,1,1,0
23.68,131.2,796.63,22,0,0,0,0,0
1.01,1150.82,1715.61,14,0,2,1,0,1
19.44,1660.24,2682.91,3,1,2,1,1,0
11.88,672.09,1425.59,5,0,1,1,0,0
19.84,725.57,2835.35,9,5,0,0,1,1
6.38,1203.11,643.37,17,2,1,0,0,0
110.6,666.28,222.48,15,1,0,1,1,0
45.02,107.97,2674.36,17,2,3,0,0,0
56.83,1529.93,2543.04,5,5,3,1,0,0
77.84,1332.88,2977.77,18,4,3,1,0,0
34.5,1200.2,2038.18,16,0,1,0,0,0
4.55,1490.5,2810.06,17,1,0,0,1,0
38.51,1392.22,2480.85,12,3,3,1,0,0
44.2,463.91,2533.28,6,2,2,1,0,0
68.41,779.85,1707.42,19,6,0,1,0,0
28.25,289.21,1147.09,11,5,4,0,1,0
6.82,275.24,2803.67,1,0,3,0,1,1
16.69,1372.32,1296.35,11,2,1,0,0,0
22.56,1741.17,1616.46,11,5,1,1,1,1
51.91,1977.75,1338.34,23,2,2,0,1,0
42.29,1302.7,1694.45,3,4,1,1,0,1
22.01,398.37,1411.52,3,6,1,1,1,1
215.31,435.55,143.9,17,5,2,0,0,0
46.54,1674.11,2646.14,15,2,2,1,0,1
13.54,1175.27,1333.18,13,6,4,1,1,1
5.37,1245.76,1766.83,16,4,0,1,1,1
8.29,1573.4,417.56,16,4,3,0,0,0
14.12,1423.64,10.16,2,4,2,1,0,1
8.76,1679.33,735.87,5,0,1,1,0,1
10.32,132.19,2113.76,22,5,1,0,1,0
16.78,1514.35,297.58,12,2,5,1,1,0
9.52,1712.72,2726.66,8,2,2,0,1,1
113.54,692.95,645.07,20,6,4,0,1,0
4.18,1288.67,613.78,8,6,2,1,0,1
37.17,672.35,544.52,7,5,4,1,1,0
26.42,1942.78,41.95,16,4,2,0,1,0
201.93,278.44,2315.42,15,2,0,1,1,1
5.94,1169.73,2625.1,15,2,1,1,0,0
25.36,366.7,1842.49,18,4,0,1,1,0
174.45,1601.77,564.6,23,3,1,1,0,0
100.31,460.33,855.83,15,3,1,0,1,1
84.93,563.34,1427.78,13,4,2,0,0,0
14.91,1008.71,2863.04,19,6,1,1,0,0
9.37,1839.89,742.05,13,0,1,0,0,0
55.23,486.54,2194.94,13,6,1,0,0,1
132.52,429.56,1318.34,13,6,2,0,1,0
40.68,1561.04,893.54,11,2,3,1,1,0
42.39,1048.62,1367.75,5,6,1,0,1,0
16.42,1840.87,213.62,19,2,0,0,0,0
73.37,375.13,2396.06,12,3,3,0,0,0
10.35,1305.75,729.91,15,6,3,0,0,1
19.55,492.98,2176.24,8,4,5,0,0,0
27.71,349.66,205.05,1,5,2,1,1,0
35.42,1405.44,2865.3,21,5,2,1,1,1
13.88,1205.31,579.04,2,6,4,0,0,0
6.1,1518.21,2648.23,9,0,1,1,1,1
47.16,672.99,2428.42,19,6,2,0,0,0
17.03,918.49,2903.58,1,4,2,1,1,0
43.52,860.41,1433.67,23,3,1,1,1,0
8.38,1976.72,2182.19,9,3,0,1,0,0
32.81,624.39,1112.13,7,6,3,1,1,1
38.03,634.72,553.1,16,2,5,1,0,0
2.66,718.21,1329.23,21,1,2,1,1,1
20.52,1154.06,497.25,0,0,2,1,0,0
7.22,519.34,2946.13,5,0,2,0,0,0
3.27,1834.7,288.74,6,1,3,0,0,0
230.06,768.77,1767.64,14,5,4,0,1,0
19.46,1812.13,1879.39,17,5,0,0,1,0
83.0,298.92,1614.24,8,5,1,0,0,0
14.69,1331.25,1986.56,7,3,0,1,0,1
57.21,1872.11,348.54,9,4,3,1,1,0
71.4,417.21,1665.06,3,0,0,1,0,1
45.27,1982.24,861.64,19,1,2,0,0,1
31.89,943.13,2820.53,7,2,6,1,1,1
26.54,1918.51,2286.21,0,6,2,1,0,0
21.45,1378.32,2917.54,7,2,2,0,0,0
132.63,742.79,112.67,22,6,0,0,0,0
88.78,473.5,855.4,11,3,1,1,1,0
167.66,782.09,586.27,22,0,0,1,1,1
6.64,201.74,33.46,14,4,3,1,0,0
65.63,361.93,726.98,12,0,1,1,0,0
139.31,357.58,2036.33,15,6,3,0,1,1
10.0,861.66,693.27,22,5,2,0,0,0
3.44,1596.64,1527.01,17,2,0,0,0,0
67.57,358.92,2663.45,0,0,3,1,0,1
42.72,312.06,2081.27,16,2,2,1,1,1
92.2,1382.62,1183.89,15,1,4,0,1,0
7.53,409.92,1117.41,22,1,1,1,1,0
79.3,283.54,1367.21,4,2,0,1,0,0
11.26,353.29,531.12,19,4,3,0,0,0
8.94,1857.17,1902.0,20,4,1,0,1,0
8.97,1653.7,1092.46,9,0,1,1,0,1
84.26,798.85,2557.1,5,2,1,0,1,0
54.71,1369.79,2269.66,11,3,1,1,0,0
37.02,1116.2,1831.54,9,4,2,1,1,0
22.22,1379.7,1092.61,21,6,2,1,1,0
104.86,1473.38,629.8,16,4,1,1,1,1
24.92,1286.1,2328.46,1,5,1,1,0,0
84.8,624.34,1459.23,18,1,1,1,0,1
28.91,116.53,674.25,19,4,2,0,1,0
23.66,940.24,585.52,5,6,2,0,0,0
31.06,1814.1,496.2,12,4,2,1,1,0
17.93,1161.23,2331.48,8,6,3,1,1,1
68.84,1735.3,686.96,11,5,7,1,1,1
34.93,2018.26,1579.93,17,6,2,0,1,0
13.21,348.81,1354.64,7,4,4,1,0,0
114.92,1501.56,1738.83,17,5,3,0,1,0
24.22,1376.06,2631.46,22,2,4,0,0,0
39.21,1999.32,2603.24,21,2,2,1,1,1
118.47,2089.82,1353.23,1,1,2,0,1,0
48.94,1425.43,46.1,7,0,5,0,1,0
6.22,501.01,1279.33,9,5,1,0,1,0
140.53,1739.66,1818.58,8,4,3,1,1,0
49.4,272.39,1673.29,23,0,5,0,1,0
20.39,1583.98,1954.01,17,2,3,1,1,0
7.5,1828.79,462.23,7,4,1,0,0,1
79.0,850.84,1939.61,18,0,3,0,0,0
48.39,1313.35,547.95,2,5,0,0,0,0
38.12,904.1,2251.57,8,5,3,0,0,0
112.17,993.32,1017.26,12,0,1,0,0,0
77.7,705.34,2129.69,8,6,1,1,1,1
8.22,1534.86,143.6,19,5,1,1,1,1
18.68,1891.67,1223.58,11,3,4,0,0,0
14.28,1896.37,2115.1,22,2,2,0,1,1
68.12,425.93,680.61,12,1,1,0,1,0
1.71,1752.45,2385.86,7,1,2,0,1,0
42.19,1519.68,1892.34,14,3,0,1,0,0
71.87,585.02,1762.69,12,0,4,1,0,0
104.68,248.58,1060.65,20,5,3,0,0,0
20.93,564.24,1447.35,12,3,3,1,1,0
86.09,1911.38,1792.05,16,3,5,0,0,0
5.86,1275.89,1417.39,14,5,3,0,1,0
93.69,1538.59,2094.94,21,2,1,1,1,0
6.82,528.55,1301.09,18,5,3,1,1,0
25.32,1466.9,606.82,2,5,1,0,1,0
79.8,145.76,641.8,13,6,4,0,1,1
8.12,765.01,17.41,9,4,3,0,0,0
13.02,1270.26,902.87,16,0,0,1,0,0
64.05,364.78,2246.75,7,1,5,0,0,0
63.65,1711.43,2382.49,17,1,3,1,1,1
51.24,528.95,607.4,11,3,3,0,0,0
59.2,1367.24,2877.13,16,6,7,1,0,1
39.12,855.46,1507.21,22,3,1,1,1,0
14.5,1210.63,2750.94,10,3,2,1,0,0
21.21,245.04,2120.3,8,0,2,0,1,1
10.02,53.68,2167.3,21,3,4,0,1,1
119.54,1939.57,255.13,23,3,2,0,1,0
43.78,590.34,659.97,23,4,1,1,1,1
25.61,1666.77,26.44,22,0,2,1,0,0
31.0,2029.71,2148.38,14,2,2,1,0,1
147.14,577.89,1033.31,8,6,1,1,1,1
8.32,546.01,2359.96,11,2,1,1,0,0
44.12,1373.21,1016.81,10,5,2,1,0,0
35.25,1966.49,2458.0,16,4,3,1,1,1
47.27,1879.74,392.09,5,1,1,0,1,0
0.91,1011.63,520.12,7,5,3,1,1,1
102.83,1695.1,1022.63,9,2,3,1,0,1
134.5,414.63,1225.46,14,0,1,1,0,0
41.64,1996.74,1046.11,3,1,3,1,1,1
59.64,1988.7,2290.94,17,3,1,1,1,1
127.87,463.69,290.85,10,0,4,0,1,0
61.42,667.27,1053.65,8,1,1,1,0,0
8.28,217.59,2511.72,8,2,1,1,1,0
42.94,593.66,200.39,7,5,2,1,0,0
46.66,1680.41,2827.03,2,3,1,0,1,0
27.59,790.44,2958.95,20,3,3,1,0,0
66.67,252.58,265.7,17,6,2,1,0,0
136.18,827.21,873.82,13,0,2,0,1,1
129.89,2092.84,1117.2,2,5,1,1,0,1
29.97,1293.04,2329.17,16,3,0,1,0,0
6.01,844.17,1787.78,3,1,2,0,0,0
209.46,550.87,1933.1,20,6,1,0,1,0
91.29,2063.78,2272.53,17,6,2,0,0,0
6.66,1650.15,353.94,14,4,4,1,0,0
126.82,696.96,2499.63,18,2,3,1,0,0
101.97,251.41,2116.86,21,0,0,1,1,0
36.58,159.26,1732.03,5,5,4,1,1,1
44.74,294.29,2669.21,14,4,0,1,1,0
25.46,1191.19,2100.92,6,4,7,0,0,1
2.82,1861.06,605.1,11,0,0,1,1,1
20.41,1018.93,1289.24,15,1,2,0,1,1
81.19,1768.65,1482.13,8,5,4,1,1,1
0.23,897.54,165.65,19,2,2,0,1,0
20.29,1440.37,2863.91,4,0,3,0,0,0
25.39,1491.82,385.73,10,5,4,1,1,1
38.54,394.73,2092.38,1,4,5,0,1,1
126.2,855.02,1518.69,21,4,2,1,1,0
21.26,1299.49,76.9,15,0,3,1,1,1
21.31,172.0,2774.24,3,5,4,0,0,0
66.88,796.34,2555.51,4,4,4,0,0,0
30.09,1104.34,1572.77,6,0,3,1,1,0
12.72,2005.21,686.83,5,6,2,1,0,0
30.11,984.43,364.87,23,0,1,1,0,0
7.59,1641.54,1090.18,21,2,2,1,1,1
9.7,879.51,766.28,9,0,2,0,0,0
34.49,1629.31,1520.07,13,6,4,1,1,0
27.14,1222.02,2899.23,7,5,0,0,0,0
123.16,1897.48,1724.86,13,5,6,1,1,1
22.5,850.28,2669.79,13,4,1,1,0,0
43.45,1256.02,1952.64,19,3,2,1,0,0
50.02,1313.76,1425.74,22,2,1,0,1,0
0.66,841.25,2563.82,2,5,0,0,0,0
54.46,351.64,1414.1,0,4,1,0,1,1
9.8,205.98,2605.88,8,4,1,1,0,0
162.3,205.48,874.73,8,2,1,1,1,1
8.05,1756.38,386.44,21,2,3,0,0,0
26.78,507.37,2565.94,1,4,1,1,0,1
4.46,435.36,1762.25,15,6,5,0,0,1
288.4,1763.11,2667.28,7,3,4,0,0,0
34.88,681.71,2813.48,5,6,4,1,0,0
45.24,1062.27,160.89,22,1,1,0,1,0
3.47,336.87,1502.91,12,6,3,1,1,1
69.31,1989.2,1124.89,0,4,3,1,1,0
11.78,1716.43,1877.58,18,2,4,0,1,0
114.17,1843.11,2380.77,14,0,0,1,0,0
11.48,830.96,841.77,0,0,1,0,1,1
10.58,1537.68,1670.4,9,2,1,0,1,0
1.86,298.17,2126.19,0,6,0,0,0,0
31.94,59.09,403.29,11,2,3,1,1,0
41.6,91.35,2442.2,10,1,1,0,0,0
3.4,1180.74,1818.33,16,5,3,1,1,1
74.7,990.94,2848.61,3,2,6,0,0,1
30.19,1071.04,1018.59,22,0,1,1,0,1
37.16,62.01,324.44,6,3,1,0,0,0
29.06,880.21,1519.5,11,2,7,0,1,0
25.6,1464.56,257.43,12,1,2,1,0,0
41.01,931.97,2908.58,4,3,1,0,1,1
8.44,1475.56,116.05,5,1,1,0,0,0
10.04,483.75,2260.51,1,3,3,1,0,1
98.95,1727.1,1575.31,20,2,3,1,0,0
146.05,1327.03,1105.86,6,0,0,0,0,0
23.37,452.79,197.53,13,3,0,0,0,0
15.79,496.86,1866.5,21,4,2,1,0,0
51.64,1311.42,1755.66,13,5,2,0,1,0
26.27,1687.85,842.65,9,1,2,1,0,0
1.29,838.39,2730.67,3,3,1,1,0,0
8.49,532.51,912.33,2,1,3,0,1,1
62.93,1798.28,1349.18,22,0,1,1,1,1
53.78,1395.62,1631.29,13,1,2,1,0,0
1.37,903.06,300.7,5,1,3,0,0,0
12.55,993.47,2796.49,22,4,0,0,0,0
13.14,429.61,1123.61,14,1,2,0,0,0
55.72,1313.06,242.34,7,3,2,0,1,0
1.0,724.9,1161.87,4,1,0,1,1,0
5.5,1996.83,1800.61,2,2,1,1,1,1
80.45,1046.02,1540.96,2,1,1,1,1,1
9.83,986.74,2083.63,12,2,1,0,1,0
52.88,1188.93,166.45,1,5,2,1,0,0
13.6,1847.94,853.62,23,1,4,0,1,0
5.24,1608.87,2457.69,0,6,0,1,0,0
13.93,921.68,239.68,11,5,3,0,1,0
64.05,1504.26,2566.46,7,6,1,0,1,0
96.79,1273.4,275.69,18,1,1,1,0,1
88.66,1078.47,2503.36,8,3,0,0,0,0
25.31,418.02,1082.37,13,6,1,1,0,0
55.14,988.37,1836.63,17,2,1,1,0,0
11.47,510.65,458.66,9,5,1,1,0,1
17.35,1847.89,198.51,8,5,1,1,0,0
113.33,790.79,647.81,5,2,1,0,1,0
0.65,1905.66,383.56,0,4,2,1,1,1
4.47,1075.25,937.22,4,1,4,1,1,0
11.65,1278.42,1543.15,9,1,6,1,1,1
1.34,1091.79,1766.28,12,3,1,0,1,0
10.01,277.48,2369.6,21,4,1,1,1,0
43.74,801.62,1968.72,22,4,2,0,1,0
27.36,234.66,1826.27,3,6,1,1,1,0
111.59,1361.27,1235.35,0,3,0,1,0,1
85.03,984.31,1421.43,20,5,1,1,1,1
20.91,1579.1,1243.56,1,2,2,1,1,1
15.02,463.76,2526.5,23,5,0,1,0,0
23.88,361.37,690.0,3,0,1,0,0,0
44.62,863.22,17.16,16,3,2,0,1,1
15.6,1869.5,1953.96,9,2,2,1,0,0
48.93,1472.67,607.39,22,5,5,1,0,1
26.33,869.99,2670.35,11,5,0,1,0,0
40.15,1079.52,2577.14,1,4,2,0,0,0
28.65,206.23,230.18,2,3,3,1,1,1
17.44,1986.75,319.17,13,0,1,0,0,0
148.26,1484.41,1485.51,14,1,1,1,1,0
72.11,650.06,1827.67,12,3,4,1,0,0
7.55,1183.31,824.73,8,0,1,1,0,0
101.43,329.3,2150.39,1,0,3,0,0,0
33.42,1965.43,1784.75,18,3,2,1,0,1
112.48,470.3,974.47,15,2,4,0,0,0
80.44,1380.02,76.11,10,3,3,1,0,0
27.69,526.14,2250.45,11,5,3,0,0,0
1.14,1439.09,644.26,0,6,6,0,0,1
15.65,1571.52,2503.42,1,4,2,1,0,1
39.0,1389.11,1260.87,15,5,3,0,1,0
50.18,1283.03,1731.23,1,0,0,1,1,1
14.91,1800.92,2618.85,18,0,1,1,1,0
7.5,173.97,2590.87,9,1,3,1,0,0
90.07,758.59,1114.56,18,0,3,1,0,0
208.03,712.12,626.67,9,6,0,0,0,0
37.29,2013.44,2325.44,15,1,3,1,1,0
9.42,794.31,1299.24,12,0,2,0,0,0
15.89,1483.79,576.13,15,0,5,1,1,1
0.93,1373.53,2713.28,17,3,4,0,1,0
122.84,554.88,594.31,23,3,2,1,0,1
6.26,491.87,77.42,7,4,1,0,1,1
42.96,612.72,60.84,23,5,1,1,0,0
16.01,844.15,1866.95,17,2,1,1,1,0
40.39,516.7,1985.03,12,4,3,1,0,1
52.69,101.8,933.13,6,0,2,0,0,0
88.52,1848.51,960.03,20,4,0,1,0,0
11.56,1943.12,1018.48,22,3,0,1,0,0
0.55,690.28,2040.48,23,5,2,0,0,1
7.36,690.99,174.4,17,0,1,0,1,0
115.14,139.25,2787.35,5,0,3,1,0,0
103.53,1467.23,667.56,8,4,3,0,0,0
45.49,1698.12,2999.02,5,5,0,0,1,0
45.88,347.63,514.57,17,6,5,1,1,0
54.69,382.43,2314.64,16,1,2,0,0,0
9.64,1591.91,670.24,11,6,1,0,1,0
122.91,1359.33,242.54,2,2,2,0,0,1
27.13,126.4,2624.8,4,5,1,1,0,0
24.16,1273.03,2576.25,6,4,3,0,0,0
36.59,661.34,1210.71,9,6,3,1,1,0
2.41,746.17,2107.19,9,4,0,1,0,0
9.09,1550.86,1671.2,18,2,4,0,0,0
66.98,1690.74,2558.87,3,0,1,1,0,0
4.32,811.03,945.17,9,0,1,1,0,0
46.21,1941.04,1571.02,17,1,0,1,0,0
14.08,832.94,1456.12,2,4,5,1,0,0
24.66,1570.61,1061.72,20,2,2,0,0,0
17.03,989.95,2674.37,2,4,0,1,1,0
21.98,1818.07,497.63,4,3,3,1,0,1
63.48,1879.92,448.53,15,4,3,1,0,0
17.63,201.59,1730.73,19,4,3,0,0,0
41.78,1915.4,1972.48,12,3,2,0,1,0
32.32,1685.13,583.86,10,3,2,1,1,1
54.48,1639.19,1172.15,12,6,1,1,0,0
138.1,547.91,2839.69,18,2,3,0,0,0
65.95,1678.14,739.85,5,6,1,0,1,0
12.1,1713.86,2005.08,23,0,3,0,0,0
1.58,586.99,2220.45,12,1,0,1,0,0
15.21,1920.21,1344.39,3,6,3,0,0,0
45.2,154.42,2812.58,21,3,0,0,0,0
2.64,310.96,2209.97,4,0,2,1,1,1
34.3,1114.09,1373.77,18,2,3,1,0,0
45.42,1201.25,1708.01,4,5,1,0,1,0
20.34,1314.19,2077.84,20,4,0,1,0,0
73.68,117.45,1776.57,13,2,3,1,1,1
5.64,1926.77,2636.09,3,2,3,1,0,0
3.91,102.64,1070.67,11,3,2,0,0,0
65.13,359.82,899.66,5,1,3,1,1,1
34.21,72.1,641.52,18,6,2,1,0,0
58.3,1196.35,113.35,9,3,1,1,1,0
28.53,1893.74,129.04,0,4,3,1,1,1
14.14,1349.37,2610.17,22,3,4,1,0,0
85.49,1732.58,2035.18,22,4,0,1,0,0
80.33,116.76,1981.6,15,3,0,1,1,1
59.32,1147.93,1843.93,3,5,2,1,1,1
15.88,940.41,2547.66,8,1,4,1,1,0
44.61,1047.56,1440.8,17,5,1,0,0,0
22.39,176.09,2611.23,16,0,4,1,0,0
4.8,1376.83,1078.34,14,1,2,1,0,0
124.63,1136.04,2780.12,18,6,2,1,1,1
7.36,1540.01,2095.97,6,3,2,1,0,0
150.02,1125.75,771.53,17,2,3,1,1,0
29.53,336.8,1692.25,5,0,1,1,1,1
10.24,1310.27,1599.09,18,2,2,0,1,1
39.03,392.08,413.7,20,5,9,1,0,0
103.16,1849.23,1773.73,11,6,1,1,0,0
65.88,1295.98,944.36,2,1,1,0,1,0
82.14,404.98,157.05,0,6,1,0,1,1
53.76,1978.81,2845.97,4,0,2,0,1,0
58.93,1100.48,1924.47,0,5,1,1,1,1
94.59,249.66,2630.76,7,3,2,1,0,0
14.36,1271.76,2028.17,6,2,4,1,0,0
33.61,547.48,1070.95,14,3,1,1,1,1
12.5,1621.85,1538.06,10,4,1,1,0,0
219.78,1857.25,2027.24,17,6,2,1,0,0
144.17,2102.28,2880.76,13,0,2,0,0,0
2.01,1010.73,761.01,8,2,3,1,0,0
61.14,976.5,2624.93,4,1,2,1,1,1
129.68,1639.1,2772.23,22,1,1,0,0,0
9.96,283.58,2011.25,3,1,2,1,1,1
41.96,1140.32,2793.8,11,5,2,0,0,0
123.54,1220.57,1193.64,0,1,1,0,1,0
1.73,189.78,2859.05,23,2,4,0,1,0
59.77,901.56,2108.35,12,6,3,0,0,0
17.64,1725.68,126.02,0,6,3,1,0,1
129.11,1842.86,2720.62,2,6,2,1,0,0
177.12,384.6,1453.42,21,5,0,1,0,1
144.36,334.89,1380.98,7,4,2,1,1,1
32.14,564.9,1699.4,23,1,4,1,1,0
99.04,1849.82,448.15,17,6,1,1,0,0
93.07,359.59,1407.5,15,1,2,0,1,0
19.22,1462.01,2493.38,19,5,0,0,1,1
88.28,299.6,46.45,19,1,2,0,0,0
1.89,1251.93,818.75,15,4,4,0,0,0
45.35,763.92,7.36,1,5,2,0,1,0
13.07,1593.01,1247.13,16,5,2,1,0,1
6.42,481.46,2184.95,9,0,1,1,0,0
4.0,1286.01,2396.32,6,5,2,0,1,1
59.58,538.59,2835.57,9,1,3,0,1,0
20.77,1450.95,1825.51,18,5,4,1,0,1
64.51,1813.13,763.88,19,1,6,1,1,1
3.38,265.72,2772.44,8,1,1,1,1,1
18.94,1753.47,2325.95,21,6,0,1,0,0
38.77,1229.98,1723.29,16,5,0,1,1,1
78.2,341.15,2086.92,8,0,1,0,0,0
19.19,880.0,2772.95,8,1,0,0,0,0
49.16,379.27,2137.18,4,6,3,0,1,0
108.57,1512.26,1105.12,23,0,2,1,1,1
47.84,1567.99,2139.08,6,0,1,0,0,0
13.26,233.8,120.83,10,5,1,0,1,1
1.24,1018.46,1159.25,7,3,1,0,1,0
102.05,1733.15,1218.97,13,6,0,1,0,0
1.07,1874.03,500.51,1,3,1,1,1,1
103.85,1135.75,69.26,9,1,3,1,1,1
37.64,1938.7,400.14,20,2,3,1,1,1
139.9,1215.92,1963.86,23,3,1,0,0,0
80.17,874.61,2406.87,15,6,4,0,1,1
309.11,2007.03,2964.61,15,5,3,1,0,0
21.59,1012.63,1039.09,18,6,0,1,1,0
72.88,1021.97,1798.14,10,5,2,1,1,0
25.7,1011.42,2811.43,5,3,3,0,0,0
32.68,1727.78,501.13,5,2,4,1,1,0
49.38,1714.94,2152.94,6,4,2,0,1,1
103.45,916.45,2264.94,15,1,3,1,1,0
207.02,880.29,266.93,12,6,0,1,0,0
73.11,1062.05,2583.75,2,4,2,1,0,0
27.04,1176.86,2439.32,23,4,1,0,0,0
27.35,511.64,100.21,23,0,3,1,1,1
66.89,1656.86,273.25,8,0,1,0,0,0
13.64,991.74,147.38,23,1,4,0,1,0
5.85,680.6,1004.23,2,2,1,1,1,1
21.9,244.47,1527.87,5,0,3,0,0,0
16.93,502.23,1597.04,16,6,5,1,0,1
17.57,1916.64,803.0,2,6,1,1,1,1
13.3,630.45,2734.79,1,3,1,1,0,1
2.15,348.18,1104.79,11,6,0,1,0,0
0.9,927.64,136.65,23,1,0,0,1,0
220.0,841.1,900.68,5,5,0,0,1,0
27.91,107.88,1593.33,9,4,2,1,1,1
24.25,677.31,1224.67,10,6,1,1,0,0
56.92,1149.7,821.53,15,1,1,0,1,0
12.31,1120.22,393.97,15,5,1,0,0,0
149.75,869.3,2457.49,23,5,1,0,1,0
77.17,977.3,2988.44,17,0,6,0,0,0
4.68,1936.06,988.63,21,5,2,1,0,1
27.03,787.95,1144.86,22,2,3,0,1,1
105.65,629.52,1854.11,23,5,3,0,0,0
144.78,639.28,2155.32,8,5,3,1,0,1
31.5,952.45,1176.09,20,4,4,1,0,0
47.52,1568.97,2714.79,18,2,1,0,1,0
9.14,429.06,1680.01,1,1,4,1,0,0
236.47,1657.97,1351.17,23,2,2,0,1,1
13.18,65.27,1940.02,0,2,2,1,1,0
143.0,986.68,2858.41,15,1,3,0,0,0
52.44,1606.41,2383.66,21,4,0,1,0,0
46.79,730.87,120.04,17,6,0,0,1,0
35.94,1167.78,996.93,2,5,4,1,1,1
13.11,431.02,1411.63,23,2,2,0,0,0
9.71,1496.28,943.55,0,2,6,1,1,1
12.45,126.49,2100.56,5,6,1,1,1,1
10.32,1716.88,2478.81,18,1,0,1,1,0
75.61,480.02,2194.04,21,3,3,1,0,1
21.55,1771.6,2968.0,18,6,2,1,0,0
2.98,714.51,817.64,10,2,5,0,1,0
173.85,1621.99,2624.97,7,0,7,1,0,1
107.62,752.88,2299.87,4,5,2,1,0,1
